0, 302.8214111328125, -10088.2578125, -2471.454345703125, 574.3280029296875, -298.596923828125, -192.7167205810547, -7865.98046875, -1549.243896484375, , 1729612341639.115
1, 305.1683349609375, -10050.0361328125, -2466.559326171875, 571.1763916015625, -299.0663146972656, -188.35812377929688, -7829.23388671875, -1541.5325927734375, , 1729612341643.311
2, 293.299560546875, -10117.8955078125, -2489.559326171875, 571.3775634765625, -304.2966003417969, -196.7400360107422, -7891.66259765625, -1560.039794921875, , 1729612341647.001
3, 281.0284423828125, -10205.73828125, -2515.30859375, 572.1822509765625, -309.2586975097656, -208.742919921875, -7973.13427734375, -1583.173828125, , 1729612341651.224
4, 289.2762451171875, -10176.904296875, -2498.544677734375, 574.3950805664062, -305.2353820800781, -204.78665161132812, -7948.6591796875, -1572.646240234375, , 1729612341654.897
5, 301.27911376953125, -10099.1201171875, -2473.264892578125, 573.3892211914062, -300.4744567871094, -193.38726806640625, -7878.18408203125, -1552.7308349609375, , 1729612341659.055
6, 308.7222595214844, -10034.5458984375, -2460.5244140625, 570.8411254882812, -298.194580078125, -186.34646606445312, -7820.24853515625, -1538.649169921875, , 1729612341662.69
7, 296.38409423828125, -10109.1787109375, -2490.63232421875, 571.9140014648438, -302.08380126953125, -196.7400360107422, -7888.97998046875, -1559.70458984375, , 1729612341666.708
8, 286.5269775390625, -10186.2255859375, -2514.436767578125, 607.9226684570312, -270.97015380859375, -207.2677001953125, -7957.9130859375, -1573.7191162109375, , 1729612341670.316
9, 296.38409423828125, -10154.44140625, -2497.80712890625, 820.420654296875, -57.86865997314453, -194.72837829589844, -7918.1494140625, -1522.757080078125, , 1729612341674.424
10, 300.5415344238281, -10111.7265625, -2481.378662109375, 689.2606811523438, -185.20652770996094, -193.05198669433594, -7881.47021484375, -1535.162353515625, , 1729612341678.53
11, 308.588134765625, -10036.9599609375, -2460.3232421875, 592.298828125, -277.07220458984375, -185.34063720703125, -7818.03564453125, -1534.6258544921875, , 1729612341682.189
12, 295.98175048828125, -10105.1552734375, -2486.742919921875, 572.1151733398438, -302.6202392578125, -195.86831665039062, -7884.353515625, -1557.7598876953125, , 1729612341686.443
13, 284.11297607421875, -10182.8056640625, -2511.21826171875, 572.450439453125, -307.9176025390625, -206.19482421875, -7958.38232421875, -1580.223388671875, , 1729612341690.051
14, 285.78936767578125, -10190.986328125, -2505.7197265625, 575.1326904296875, -305.2353820800781, -206.73126220703125, -7967.904296875, -1578.47998046875, , 1729612341694.145
15, 297.9263610839844, -10116.8896484375, -2478.964599609375, 573.9256591796875, -301.27911376953125, -198.41641235351562, -7903.93359375, -1559.90576171875, , 1729612341697.784
16, 310.3315734863281, -10024.15234375, -2454.35546875, 571.3775634765625, -297.993408203125, -186.34646606445312, -7815.95703125, -1535.162353515625, , 1729612341701.87
17, 296.58526611328125, -10098.2490234375, -2484.19482421875, 570.3717651367188, -302.1508483886719, -196.7400360107422, -7879.39111328125, -1555.2789306640625, , 1729612341705.546
18, 286.19171142578125, -10173.3505859375, -2508.938232421875, 571.5787353515625, -306.8447265625, -206.26187133789062, -7949.6650390625, -1576.4683837890625, , 1729612341709.712
19, 286.6611022949219, -10192.3271484375, -2508.938232421875, 574.99853515625, -306.1741638183594, -208.6758575439453, -7971.525390625, -1580.5587158203125, , 1729612341713.468
20, 295.7806091308594, -10131.44140625, -2486.944091796875, 574.2609252929688, -301.8155822753906, -200.42807006835938, -7913.45556640625, -1563.5267333984375, , 1729612341717.58
21, 310.1974792480469, -10027.2373046875, -2454.690673828125, 573.255126953125, -295.51239013671875, -186.2123565673828, -7817.365234375, -1534.4918212890625, , 1729612341721.188
22, 297.993408203125, -10089.732421875, -2479.769287109375, 571.2434692382812, -300.80975341796875, -196.8741455078125, -7875.7705078125, -1555.6141357421875, , 1729612341725.289
23, 289.0080261230469, -10154.306640625, -2499.550537109375, 592.5, -279.3520812988281, -204.31727600097656, -7936.1201171875, -1567.88525390625, , 1729612341729.363
24, 287.801025390625, -10187.6337890625, -2504.445556640625, 613.48828125, -266.94683837890625, -208.541748046875, -7970.98876953125, -1572.1767578125, , 1729612341732.942
25, 296.1158752441406, -10132.5810546875, -2483.189208984375, 576.00439453125, -301.0108947753906, -202.23855590820312, -7923.513671875, -1564.733642578125, , 1729612341737
26, 310.5327453613281, -10033.607421875, -2455.361083984375, 573.3222045898438, -295.1770935058594, -186.68174743652344, -7828.9658203125, -1537.50927734375, , 1729612341740.761
27, 300.6756286621094, -10075.986328125, -2476.148193359375, 570.3046875, -301.4132385253906, -194.52720642089844, -7868.05908203125, -1553.2001953125, , 1729612341744.841
28, 288.53863525390625, -10147.7353515625, -2499.148193359375, 570.8411254882812, -305.2353820800781, -203.78082275390625, -7930.95654296875, -1571.841552734375, , 1729612341748.463
29, 282.7718811035156, -10206.54296875, -2512.291015625, 573.456298828125, -307.85052490234375, -211.69334411621094, -7984.064453125, -1585.4537353515625, , 1729612341752.498
30, 293.43365478515625, -10145.1875, -2489.02294921875, 573.5233154296875, -303.15667724609375, -203.1102752685547, -7925.7265625, -1566.343017578125, , 1729612341756.598
31, 306.6435546875, -10046.68359375, -2459.3173828125, 572.9868774414062, -297.45697021484375, -191.17445373535156, -7837.61572265625, -1540.1915283203125, , 1729612341760.247
0, 301.48028564453125, -10066.12890625, -2473.533203125, 570.0364990234375, -301.6144104003906, -196.8741455078125, -7863.56640625, -1552.4625244140625, , 1729612341764.134
1, 290.95263671875, -10133.654296875, -2495.057861328125, 570.70703125, -305.3695068359375, -203.91494750976562, -7925.25732421875, -1569.69580078125, , 1729612341768.296
2, 282.906005859375, -10199.904296875, -2510.41357421875, 573.255126953125, -308.3199157714844, -212.09567260742188, -7981.8515625, -1584.8502197265625, , 1729612341772.004
3, 292.897216796875, -10147.5341796875, -2490.43115234375, 573.9927368164062, -303.7601623535156, -203.98199462890625, -7933.1025390625, -1569.3604736328125, , 1729612341776.16
4, 307.17999267578125, -10052.2490234375, -2460.658447265625, 573.9927368164062, -296.9205322265625, -190.90621948242188, -7847.9423828125, -1543.4771728515625, , 1729612341779.824
5, 304.1625061035156, -10053.8583984375, -2466.693603515625, 570.3717651367188, -299.6027526855469, -193.52137756347656, -7846.9365234375, -1546.762939453125, , 1729612341784.015
6, 291.2208557128906, -10132.513671875, -2493.448486328125, 571.4446411132812, -304.83306884765625, -201.56800842285156, -7913.65673828125, -1566.2088623046875, , 1729612341787.664
7, 280.69317626953125, -10208.755859375, -2513.430908203125, 573.5233154296875, -308.5210876464844, -212.16273498535156, -7983.259765625, -1585.923095703125, , 1729612341791.749
