0,302.8214111,-10088.25781,-2471.454346,574.3280029,-298.5969238,-192.7167206,-7865.980469,-1549.243896, ,1729612341639.1100,4.2000,125.0198
1,305.168335,-10050.03613,-2466.559326,571.1763916,-299.0663147,-188.3581238,-7829.233887,-1541.532593, ,1729612341643.3100,3.6899,
2,293.2995605,-10117.89551,-2489.559326,571.3775635,-304.2966003,-196.740036,-7891.662598,-1560.039795, ,1729612341647.0000,4.2200,
3,281.0284424,-10205.73828,-2515.308594,572.182251,-309.2586975,-208.7429199,-7973.134277,-1583.173828, ,1729612341651.2200,3.6699,
4,289.2762451,-10176.9043,-2498.544678,574.3950806,-305.2353821,-204.7866516,-7948.65918,-1572.64624, ,1729612341654.8900,4.1602,
5,301.2791138,-10099.12012,-2473.264893,573.3892212,-300.4744568,-193.3872681,-7878.184082,-1552.730835, ,1729612341659.0500,3.6399,
6,308.7222595,-10034.5459,-2460.524414,570.8411255,-298.1945801,-186.3464661,-7820.248535,-1538.64917, ,1729612341662.6900,4.0100,
7,296.3840942,-10109.17871,-2490.632324,571.9140015,-302.0838013,-196.740036,-7888.97998,-1559.70459, ,1729612341666.7000,3.6101,
8,286.5269775,-10186.22559,-2514.436768,607.9226685,-270.9701538,-207.2677002,-7957.913086,-1573.719116, ,1729612341670.3100,4.1099,
9,296.3840942,-10154.44141,-2497.807129,820.4206543,-57.86865997,-194.7283783,-7918.149414,-1522.75708, ,1729612341674.4200,4.1101,
10,300.5415344,-10111.72656,-2481.378662,689.2606812,-185.2065277,-193.0519867,-7881.470215,-1535.162354, ,1729612341678.5300,3.6499,
11,308.5881348,-10036.95996,-2460.323242,592.2988281,-277.0722046,-185.3406372,-7818.035645,-1534.625854, ,1729612341682.1800,4.2600,
12,295.9817505,-10105.15527,-2486.74292,572.1151733,-302.6202393,-195.8683167,-7884.353516,-1557.759888, ,1729612341686.4400,3.6101,
13,284.1129761,-10182.80566,-2511.218262,572.4504395,-307.9176025,-206.1948242,-7958.382324,-1580.223389, ,1729612341690.0500,4.0898,
14,285.7893677,-10190.98633,-2505.719727,575.1326904,-305.2353821,-206.7312622,-7967.904297,-1578.47998, ,1729612341694.1400,3.6401,
15,297.9263611,-10116.88965,-2478.9646,573.9256592,-301.2791138,-198.4164124,-7903.933594,-1559.905762, ,1729612341697.7800,4.0901,
16,310.3315735,-10024.15234,-2454.355469,571.3775635,-297.9934082,-186.3464661,-7815.957031,-1535.162354, ,1729612341701.8700,3.6699,
17,296.5852661,-10098.24902,-2484.194824,570.3717651,-302.1508484,-196.740036,-7879.391113,-1555.278931, ,1729612341705.5400,4.1699,
18,286.1917114,-10173.35059,-2508.938232,571.5787354,-306.8447266,-206.2618713,-7949.665039,-1576.468384, ,1729612341709.7100,3.7500,
19,286.6611023,-10192.32715,-2508.938232,574.9985352,-306.1741638,-208.6758575,-7971.525391,-1580.558716, ,1729612341713.4600,4.1201,
20,295.7806091,-10131.44141,-2486.944092,574.2609253,-301.8155823,-200.4280701,-7913.455566,-1563.526733, ,1729612341717.5800,3.5999,
21,310.1974792,-10027.2373,-2454.690674,573.255127,-295.5123901,-186.2123566,-7817.365234,-1534.491821, ,1729612341721.1800,4.1001,
22,297.9934082,-10089.73242,-2479.769287,571.2434692,-300.8097534,-196.8741455,-7875.770508,-1555.614136, ,1729612341725.2800,4.0801,
23,289.0080261,-10154.30664,-2499.550537,592.5,-279.3520813,-204.317276,-7936.120117,-1567.885254, ,1729612341729.3600,3.5798,
